State,City,Facility ID,Facility Name,Address,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,5.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.547,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CO,WRAY,061309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,80758,YUMA,(970) 332-4811,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,85.0,3,07/01/2018,06/30/2019,POINT (-102.23466 40.075405)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,275.0,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
GA,WAYNESBORO,110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,30830,BURKE,(706) 554-4435,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,6.0,3,07/01/2018,06/30/2019,POINT (-82.011603 33.083439)
CA,FALL RIVER MILLS,051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,96028,SHASTA,(530) 336-5511,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-121.424651 41.023968)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
CO,EADS,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,81036,KIOWA,(719) 438-5401,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-102.784468 38.480198)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.061,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
CO,WOODLAND PARK,061326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 WEST HIGHWAY 24,80863,TELLER,(719) 687-9999,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,27.0,3,07/01/2018,06/30/2019,POINT (-105.074267 38.973932)
CA,FALL RIVER MILLS,051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,96028,SHASTA,(530) 336-5511,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.03,3,07/01/2018,06/30/2019,POINT (-121.424651 41.023968)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1292.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CO,ESTES PARK,061312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,80517,LARIMER,(970) 577-4470,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.001,3,07/01/2018,06/30/2019,POINT (-105.514088 40.372259)
CO,WRAY,061309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,80758,YUMA,(970) 332-4811,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-102.23466 40.075405)
FL,WILLISTON,100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,32696,LEVY,(352) 528-2801,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.003,3,07/01/2018,06/30/2019,POINT (-82.455793 29.384354)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,3981.0,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.66,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
FL,Jacksonville,10013F,NH Jacksonville,2080 Child Street,32212,DUVAL,(904) 542-7300,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.683914 30.209445)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,29.0,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.061,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
CT,WALLINGFORD,070039,MASONICARE HEALTH CENTER HOSPITAL,22 MASONIC AVE,6492,NEW HAVEN,(203) 679-5900,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-72.836586 41.460698)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,337.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CO,WOODLAND PARK,061326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 WEST HIGHWAY 24,80863,TELLER,(719) 687-9999,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,128.0,3,07/01/2018,06/30/2019,POINT (-105.074267 38.973932)
CO,EADS,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,81036,KIOWA,(719) 438-5401,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-102.784468 38.480198)
CO,ESTES PARK,061312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,80517,LARIMER,(970) 577-4470,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-105.514088 40.372259)
FL,WILLISTON,100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,32696,LEVY,(352) 528-2801,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-82.455793 29.384354)
CO,DEL NORTE,061301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,81132,RIO GRANDE,(719) 657-2510,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,5.0,3,07/01/2018,06/30/2019,POINT (-106.36481 37.674371)
CO,EADS,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,81036,KIOWA,(719) 438-5401,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.84,3,07/01/2018,06/30/2019,POINT (-102.784468 38.480198)
CA,FALL RIVER MILLS,051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,96028,SHASTA,(530) 336-5511,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-121.424651 41.023968)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1621.0,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
FL,WILLISTON,100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,32696,LEVY,(352) 528-2801,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.026,3,07/01/2018,06/30/2019,POINT (-82.455793 29.384354)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,3.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.003,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
GA,WAYNESBORO,110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,30830,BURKE,(706) 554-4435,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.004,3,07/01/2018,06/30/2019,POINT (-82.011603 33.083439)
FL,MARATHON,101312,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,33050,MONROE,(305) 743-5533,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.005,3,07/01/2018,06/30/2019,POINT (-81.09472 24.71113)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,2605.0,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CT,WALLINGFORD,070039,MASONICARE HEALTH CENTER HOSPITAL,22 MASONIC AVE,6492,NEW HAVEN,(203) 679-5900,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-72.836586 41.460698)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.031,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
FL,MARATHON,101312,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,33050,MONROE,(305) 743-5533,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.09472 24.71113)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,3227.0,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.105,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
FL,Jacksonville,10013F,NH Jacksonville,2080 Child Street,32212,DUVAL,(904) 542-7300,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.683914 30.209445)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.276,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CT,WALLINGFORD,070039,MASONICARE HEALTH CENTER HOSPITAL,22 MASONIC AVE,6492,NEW HAVEN,(203) 679-5900,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.23,3,07/01/2018,06/30/2019,POINT (-72.836586 41.460698)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,2605.0,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,86.0,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.004,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.081,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,31.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.335,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
FL,Jacksonville,10013F,NH Jacksonville,2080 Child Street,32212,DUVAL,(904) 542-7300,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.052,3,07/01/2018,06/30/2019,POINT (-81.683914 30.209445)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,3.0,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
CO,DEL NORTE,061301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,81132,RIO GRANDE,(719) 657-2510,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,137.0,3,07/01/2018,06/30/2019,POINT (-106.36481 37.674371)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,80.0,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
CO,WOODLAND PARK,061326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 WEST HIGHWAY 24,80863,TELLER,(719) 687-9999,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.083,3,07/01/2018,06/30/2019,POINT (-105.074267 38.973932)
FL,WILLISTON,100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,32696,LEVY,(352) 528-2801,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,158.0,3,07/01/2018,06/30/2019,POINT (-82.455793 29.384354)
FL,Jacksonville,10013F,NH Jacksonville,2080 Child Street,32212,DUVAL,(904) 542-7300,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,27.0,3,07/01/2018,06/30/2019,POINT (-81.683914 30.209445)
CO,COLORADO SPRINGS,060130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,80918,EL PASO,(719) 272-3623,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.037,3,07/01/2018,06/30/2019,POINT (-104.816436 38.910262)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,161.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CO,DEL NORTE,061301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,81132,RIO GRANDE,(719) 657-2510,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.001,3,07/01/2018,06/30/2019,POINT (-106.36481 37.674371)
CO,EADS,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,81036,KIOWA,(719) 438-5401,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,3804.0,3,07/01/2018,06/30/2019,POINT (-102.784468 38.480198)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,337.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.079,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
FL,MARATHON,101312,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,33050,MONROE,(305) 743-5533,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,23.0,3,07/01/2018,06/30/2019,POINT (-81.09472 24.71113)
CO,EADS,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,81036,KIOWA,(719) 438-5401,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,31.0,3,07/01/2018,06/30/2019,POINT (-102.784468 38.480198)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
GA,WAYNESBORO,110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,30830,BURKE,(706) 554-4435,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,155.0,3,07/01/2018,06/30/2019,POINT (-82.011603 33.083439)
CA,COLUSA,050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,95932,COLUSA,(530) 619-0800,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-121.999974 39.207286)
CT,WALLINGFORD,070039,MASONICARE HEALTH CENTER HOSPITAL,22 MASONIC AVE,6492,NEW HAVEN,(203) 679-5900,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.025,3,07/01/2018,06/30/2019,POINT (-72.836586 41.460698)
CO,CRAIG,061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,81625,MOFFAT,(970) 824-9411,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.023,3,07/01/2018,06/30/2019,POINT (-107.57863 40.518288)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.039,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
CT,BRANFORD,070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,6405,NEW HAVEN,(203) 315-7500,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-72.833367 41.256305)
CO,WOODLAND PARK,061326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 WEST HIGHWAY 24,80863,TELLER,(719) 687-9999,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-105.074267 38.973932)
FL,WILLISTON,100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,32696,LEVY,(352) 528-2801,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-82.455793 29.384354)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
CT,WALLINGFORD,070039,MASONICARE HEALTH CENTER HOSPITAL,22 MASONIC AVE,6492,NEW HAVEN,(203) 679-5900,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1061.0,3,07/01/2018,06/30/2019,POINT (-72.836586 41.460698)
CO,DEL NORTE,061301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,81132,RIO GRANDE,(719) 657-2510,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-106.36481 37.674371)
CA,MENLO PARK,050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,94025,SAN MATEO,(650) 324-8500,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.004,3,07/01/2018,06/30/2019,POINT (-122.159517 37.462043)
FL,MARATHON,101312,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,33050,MONROE,(305) 743-5533,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.09472 24.71113)
GA,WAYNESBORO,110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,30830,BURKE,(706) 554-4435,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-82.011603 33.083439)
CA,SOLVANG,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,93463,SANTA BARBARA,(805) 688-6431,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,178.0,3,07/01/2018,06/30/2019,POINT (-120.126643 34.602465)
